stage,statement,approval_level,budget,statement_cost,generator_name,num_covered_agents,num_remaining_agents,agent_utilities,covered_agent_ids,remaining_agent_ids,covered_agent_data,utility_distribution
nominate_best,"Bowling Green desperately needs to expand internet access for residents. It’s ridiculous that in 2023, so many areas still have slow or no service while surrounding counties are ahead. BGMU should step up and offer residential fiber internet as a utility, like Chattanooga has done successfully. Reliable, high-speed internet isn’t a luxury—it’s a necessity for education, work, and daily life. The city must prioritize this to keep up with growth and ensure everyone has equal access to modern infrastructure.",5,36,79,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.3922287688564052, 842: 1.1828694439102574, 161: 2.2904589554942887, 1200: 0.0007101165718911284, 411: 4.103572847258263e-05, 188: 0.4410966635774555, 1432: 5.126697697247316, 198: 0.11947128076577718, 282: 0.012490962220919832, 301: 0.008600546923186791, 329: 0.9046503089292228, 1344: 0.09556920514250455, 85: 0.06020848686892932, 1001: 4.223710749025505, 1314: 2.0721611093676984e-09, 1464: 0.06890972131666318, 189: 4.434174401260009, 1457: 0.0019765736877208617, 1123: 0.7795345181075708, 1068: 2.396467149168302e-07, 820: 5.932482482091174, 1158: 9.63352636914605e-05, 1542: 0.0007111670004402715, 1465: 0.26674708808032754, 1649: 4.165270793474807, 1654: 5.87452229610097e-05, 1505: 0.9341149499702318, 1371: 0.017995733437363937, 67: 4.47450503564495, 1356: 0.9780867566590076, 1516: 0.7410459674661162, 1132: 0.9367987211739199, 1534: 0.38382254880974565, 314: 1.4042567465601064, 646: 0.017994640070896906, 1047: 4.2942316538658725, 1010: 0.9856699666639765, 274: 1.8188255961972635, 746: 0.2691723371718988, 323: 4.055128308015375, 493: 0.0015021377554216286}",,,,
generate,"A traffic circle at Kereiakes Park on Fairview Ave is the smartest solution to improve flow—simple, effective, and avoids unnecessary lights. Let’s prioritize infrastructure that actually works for residents!",5,32,29,ClosestClusterGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 1.2041549626849923, 161: 1.0106595145368287, 842: 0.010995466632239714, 1200: 0.0015031864872800949, 188: 0.000431492368372588, 411: 1.9602608691020462, 1432: 0.09549902462374671, 198: 4.939869396969784, 301: 0.7331109617312344, 329: 0.010992064495891407, 85: 2.4204327047051164, 1344: 0.001504485045206505, 1001: 0.8630443603374982, 1464: 0.014930813032756118, 1314: 1.8940489722507614e-05, 189: 0.22371005731794358, 1457: 0.00020539139075714807, 1068: 0.005246814677791534, 1123: 0.7233249993013469, 820: 0.3787353073049452, 1158: 0.14804911077820304, 1542: 1.037928957214177, 1465: 0.3271661904208809, 1649: 1.0001125923554743, 1654: 5.864074189316575, 1505: 0.9995974087640234, 1371: 4.046597964724116, 314: 0.7803283118134585, 67: 0.07614908503617324, 1516: 1.7248651853866483, 1132: 0.22417349474544424, 1534: 0.005287634844653333, 1356: 0.005229786450607121, 1010: 0.9198303154037799, 746: 1.0288347336997274, 493: 3.442725323249465, 646: 1.0227627919832074, 1047: 0.060137855488991754, 323: 1.6123142546900173}",,,,"{0: 39.0, 1: 14.0, 2: 5.0, 3: 4.0, 3.5: 3.0, 4: 3.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,It’s infuriating that Warren County lags behind in internet access—BGMU must follow Chattanooga's lead and deliver reliable residential fiber as a utility to close this unacceptable gap.,5,32,27,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 0.8537144121763699, 1200: 0.006696957968715611, 161: 2.349814506674515, 411: 6.675129878630504e-05, 188: 0.07601463578191359, 842: 1.0122149652845513, 1432: 3.7780002789729106, 198: 0.00043093897817725324, 301: 0.014081522746838604, 329: 0.02932278900332841, 85: 0.04749211197495695, 1344: 0.0052328386353038825, 1001: 3.9832555456402043, 1314: 4.739198478098672e-08, 1464: 0.014851941680420033, 189: 4.14268361306575, 1457: 0.0001844588369467326, 1123: 0.047550835224932975, 1068: 1.4806811824974453e-05, 820: 5.968490379221836, 1158: 1.4786646982400953e-05, 1542: 0.0009127839792626435, 1465: 0.00527653681690754, 1649: 2.229126029463706, 1654: 6.994559003548062e-06, 1505: 0.438135271646383, 1371: 0.005221031695192835, 314: 0.9953312561647893, 67: 3.5611597883295927, 1356: 0.682487232560988, 1132: 0.26943428108934087, 1534: 0.023156034776248058, 1516: 0.6286096191067753, 646: 0.008588480944118682, 1047: 2.4319246953758977, 1010: 0.09545219354208268, 746: 0.37768457587075843, 493: 0.14859411785821897, 323: 3.2115350301133088}",,,,"{0: 39.0, 1: 10.0, 2: 9.0, 3: 6.0, 3.5: 5.0, 4: 2.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"It’s absurd that Warren County lags in internet access while others thrive. BGMU must step up, follow Chattanooga’s lead, and make residential fiber internet a public utility for everyone.",5,32,29,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 0.8891994554151056, 161: 2.7782152235632314, 842: 0.968094606431667, 1200: 0.0019272283737190588, 411: 0.00012464613550267067, 188: 0.38081151161969173, 1432: 3.584093537650924, 198: 0.0024751053237291876, 301: 0.0759510556175742, 329: 0.18257059908592022, 85: 0.022989353313121463, 1344: 0.09550357956968547, 1001: 3.719632705253668, 1314: 8.345263691200699e-07, 1464: 0.02365969602575657, 189: 4.410500992365458, 1457: 0.006711941979773761, 1123: 0.6282995013980447, 1068: 1.6814750265936595e-05, 820: 5.180228015547557, 1158: 3.552123806238594e-05, 1542: 0.0019304144723195638, 1465: 0.14882730968659275, 1654: 6.613903689300926e-05, 1505: 0.9087427284352694, 1371: 0.06009668787448652, 1649: 1.451069799582296, 67: 3.6454629671986236, 1356: 0.9541451847987883, 1516: 0.8754944098286546, 314: 1.227403788551909, 1132: 0.8917300743926686, 646: 0.010993579021456812, 1047: 2.178992157731995, 1534: 0.8021843741205689, 1010: 0.04758708251122723, 746: 0.881523946248828, 493: 0.37929526414578885, 323: 3.184374432962219}",,,,"{0: 39.0, 1: 10.0, 2: 8.0, 3: 6.0, 3.5: 5.0, 4: 2.0, 4.5: 1.0, 5: 1.0}"
generate,"Bowling Green desperately needs better traffic solutions—install a roundabout at Fairview Ave by Kereiakes Park, widen roads, and reduce unnecessary traffic lights. The current flow is frustrating and inefficient!",5,32,29,WeightedNNGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 1.1772176804375762, 161: 0.9341495923614053, 842: 0.18277055799122244, 1200: 0.004074824591022708, 411: 2.2237654183185045, 188: 0.018056850100876765, 1432: 0.564203608183459, 198: 3.288227464745433, 301: 1.073284012053553, 329: 0.3220261093882535, 85: 3.220537581977582, 1344: 5.85936731316572e-05, 1001: 0.7323027135274013, 1314: 1.8622140207646964e-07, 1464: 0.0015829404426291882, 189: 0.5183162715064809, 1457: 0.0002648128225752888, 1123: 0.12388733633550308, 1068: 0.37774943996517973, 820: 0.575917269789372, 1158: 0.7779672843114032, 1542: 1.7883678466535453, 1465: 0.014181923716119815, 1649: 1.1825175453036658, 1654: 4.814047615444503, 1505: 2.3379826137468127, 1371: 3.2915796876942096, 314: 0.9904314377063668, 67: 0.048146479653412566, 1356: 0.00860410384396304, 1516: 0.3804035298857278, 1132: 0.5013169021550576, 1534: 0.015054606860554043, 1047: 0.09536699214765287, 1010: 4.1041526492879985, 646: 1.3812118637479958, 746: 1.1517226373435538, 493: 4.1896270287661155, 323: 2.9916612493753267}",,,,"{0: 39.0, 1: 15.0, 2: 9.0, 3: 6.0, 3.5: 3.0, 4: 3.0, 4.5: 1.0}"
generate,Bowling Green desperately needs smarter traffic solutions—like a roundabout at Fairview Ave near Kereiakes Park and a timed school-day traffic light on Cave Mill. Safety and flow can't wait any longer.,5,32,31,WeightedNNGenerator__approval_None__budget_None__cluster_size_8,,,"{161: 0.8894177191807353, 277: 1.6995340870597142, 842: 0.9550575934447636, 1200: 0.0007100525323457951, 188: 0.0605757574754493, 1432: 0.037355473881564016, 198: 3.0730903274925003, 329: 0.14873859921526345, 411: 2.116521886695998, 1344: 0.010990895491797215, 85: 3.1943634501162945, 301: 0.9646028280227015, 1001: 0.7328617216841977, 1314: 2.2284128542437998e-08, 1464: 0.009845311670312218, 189: 0.44146998155157857, 1457: 1.019772718091616e-05, 1123: 0.04781250872346632, 1068: 0.14830153823326642, 820: 0.06038314854565119, 1158: 4.335251220296748, 1542: 1.6350867780188154, 1465: 0.8241235826565673, 1649: 0.9837457248769013, 1654: 4.801144884973299, 1505: 2.211565590501687, 1371: 3.1811977024480473, 314: 0.8893834913514332, 67: 0.029354572804395684, 1356: 0.037363125362651184, 1516: 0.4564665617541537, 1132: 0.9087187962273302, 1534: 0.3245164439885331, 646: 1.303464657124418, 1047: 0.22275580057615274, 1010: 1.0806373035482373, 746: 1.1403693645564192, 493: 3.8016340871164314, 323: 1.6205232321139167}",,,,"{0: 39.0, 1: 14.0, 2: 8.0, 3: 6.0, 3.5: 3.0, 4: 2.0, 4.5: 1.0}"
generate,"Traffic in Bowling Green is a mess, and it’s time to act. We need smarter solutions like roundabouts, fewer traffic lights, and better planning to handle congestion and improve flow.",5,32,30,ClosestClusterGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 3.1640608947046545, 161: 0.9484345069242813, 842: 0.6862454794292643, 411: 2.622616636885006, 1200: 0.04749274942578974, 188: 0.38649122346805675, 1432: 0.3804320827419214, 198: 2.631617714364935, 301: 1.0268430163100668, 85: 3.328991212448432, 1344: 0.00861225402195287, 329: 0.4406445302059214, 1001: 0.9190181703017875, 1314: 5.725753626784069e-07, 1464: 0.4114585397327154, 189: 1.005015644730935, 1457: 0.0001514042036022678, 1123: 0.01980881001148449, 1068: 0.6234732556500444, 820: 0.9145632475736725, 1542: 3.3479657928542323, 1158: 1.0133330867906292, 1465: 1.0213589316230862, 1649: 1.1489510804985978, 1654: 4.392841503752714, 1505: 2.3412508675205013, 1371: 3.7029380369306324, 314: 1.1236425985061205, 67: 0.03069979180897342, 1356: 0.03744056808923524, 1516: 1.0697805279581891, 1132: 0.4397526881443867, 1534: 0.01414373467649388, 646: 1.351127641255468, 1047: 0.14824576474389783, 746: 1.5581489893745115, 493: 3.473716978669011, 323: 2.425973942774738, 1010: 1.8639605634028786}",,,,"{0: 39.0, 1: 20.0, 2: 10.0, 3: 6.0, 3.5: 2.0, 4: 1.0}"
generate,"BGMU must step up and provide residential fiber internet as a public utility. It’s absurd that so many in Warren County still lack reliable, high-speed internet in 2023.",5,32,28,TagNNGenerator__approval_None__budget_None__cluster_size_8,,,"{161: 2.8628130205593925, 277: 0.6910517965333457, 842: 1.0014264970140918, 1200: 0.09550358224004452, 411: 7.711024473588957e-05, 188: 0.269279039522624, 1432: 4.499266774654239, 198: 0.006702537840558409, 329: 0.1825703241235599, 301: 0.060289618257135635, 85: 0.06015171217826476, 1344: 0.6252963969167585, 1001: 4.538375694576057, 1314: 1.0693019518726032e-06, 1464: 0.1540227098329282, 189: 4.672007234799329, 1457: 0.008833869746447842, 1123: 1.6137068950556932, 1068: 5.2089341804339995e-05, 820: 5.843628714540227, 1158: 0.002493898488338586, 1542: 0.0009132730644059173, 1649: 3.231895924410315, 1465: 0.44008295352619897, 1654: 0.0009242933354554062, 1505: 0.8550330884260885, 1371: 0.022992878437806397, 314: 1.5310702096896147, 67: 4.537872618307716, 1516: 1.291077888735685, 1132: 0.8666077659810669, 1534: 0.922117746970367, 646: 0.018006454211193734, 1356: 0.8353331531426849, 1047: 3.444210535220649, 1010: 0.9256498210684012, 746: 0.4385484551187875, 493: 0.07704070315560663, 323: 3.20763987772646}",,,,"{0: 39.0, 1: 13.0, 2: 9.0, 3: 8.0, 3.5: 5.0, 4: 5.0, 4.5: 4.0, 5: 1.0, 5.5: 1.0}"
generate,"Every child deserves access to quality education, and that means funding arts programs, addressing overcrowding, and ensuring school choice is viable for families of all income levels. Prioritize students, not bureaucracy.",5,32,31,TagNNGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 1.0550329198679278, 161: 3.2699599678662117, 842: 3.2967741937605717, 1200: 8.962081539776179e-06, 411: 2.2485347298761837e-05, 188: 4.251258459593195, 1432: 1.2744321771821976, 198: 0.014126279225336158, 329: 3.103945213579368, 301: 1.0040934872293525, 85: 7.994762000418376e-06, 1344: 4.773677916031094, 1001: 1.6410082622075721, 1314: 9.254427335569915e-09, 1464: 2.5212881895661123, 189: 2.928270173665407, 1457: 1.7531502133271777, 1123: 2.2944128151088634, 1068: 8.51592580231042e-07, 820: 0.12121356974065167, 1158: 0.0019505121701864914, 1542: 6.1637643158363176e-06, 1649: 1.7223526350669889, 1654: 4.347263906079313e-06, 1505: 0.006705363052517566, 1465: 3.1827634611108735, 1371: 3.5401735906215315e-05, 314: 1.5535512465373753, 67: 0.18350122495393473, 1356: 3.2071294124861645, 1516: 2.1084987213275266, 1132: 2.741364841049958, 1534: 4.799323217644832, 646: 0.011010108991539425, 1047: 0.986276883797913, 1010: 2.8258707861825627, 746: 0.14824682495546704, 493: 0.002480238135223356, 323: 0.023039377227075497}",,,,"{0: 39.0, 1: 21.0, 2: 14.0, 3: 8.0, 3.5: 3.0, 4: 3.0, 4.5: 2.0}"
nominate_best,"Bowling Green desperately needs to expand internet access for residents. It’s ridiculous that in 2023, so many areas still have slow or no service while surrounding counties are ahead. BGMU should step up and offer residential fiber internet as a utility, like Chattanooga has done successfully. Reliable, high-speed internet isn’t a luxury—it’s a necessity for education, work, and daily life. The city must prioritize this to keep up with growth and ensure everyone has equal access to modern infrastructure.",5,32,79,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.3922287688564052, 842: 1.1828694439102574, 161: 2.2904589554942887, 1200: 0.0007101165718911284, 411: 4.103572847258263e-05, 188: 0.4410966635774555, 1432: 5.126697697247316, 198: 0.11947128076577718, 282: 0.012490962220919832, 301: 0.008600546923186791, 329: 0.9046503089292228, 1344: 0.09556920514250455, 85: 0.06020848686892932, 1001: 4.223710749025505, 1314: 2.0721611093676984e-09, 1464: 0.06890972131666318, 189: 4.434174401260009, 1457: 0.0019765736877208617, 1123: 0.7795345181075708, 1068: 2.396467149168302e-07, 820: 5.932482482091174, 1158: 9.63352636914605e-05, 1542: 0.0007111670004402715, 1465: 0.26674708808032754, 1649: 4.165270793474807, 1654: 5.87452229610097e-05, 1505: 0.9341149499702318, 1371: 0.017995733437363937, 67: 4.47450503564495, 1356: 0.9780867566590076, 1516: 0.7410459674661162, 1132: 0.9367987211739199, 1534: 0.38382254880974565, 314: 1.4042567465601064, 646: 0.017994640070896906, 1047: 4.2942316538658725, 1010: 0.9856699666639765, 274: 1.8188255961972635, 746: 0.2691723371718988, 323: 4.055128308015375, 493: 0.0015021377554216286}",,,,
generate,"It's absurd that Warren County lags in internet access. BGMU should follow Chattanooga's lead and provide residential fiber as a utility—fast, reliable internet is a necessity, not a luxury.",5,28,29,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 0.4448813054933065, 842: 0.9440039370042603, 1200: 0.04747184428311757, 161: 1.5553254196579713, 188: 0.0954985704488518, 411: 0.00045591164188996114, 1432: 4.27880159413944, 198: 0.01801976799025795, 301: 0.02940058094419218, 329: 0.02298954517525842, 85: 0.023002828258163688, 1344: 0.32376444813680827, 1001: 4.160496738341775, 1314: 7.750463737465907e-08, 1464: 0.0012012031801831302, 189: 4.192284015776456, 1457: 0.0032318595514397863, 1123: 0.18580623174148136, 1068: 1.4807762651170009e-05, 820: 5.943603215731812, 1158: 0.00026211088440131203, 1542: 0.004072285914988871, 1465: 0.447850906449067, 1649: 3.2939397484660033, 1654: 0.003182672309686274, 1505: 0.6239304140586607, 314: 1.0198563730901236, 1371: 0.07587447271386638, 67: 3.5164949421250054, 1356: 0.8356855643657924, 1516: 0.9161638176907501, 1132: 0.3798005098949826, 1534: 0.3271583296674726, 646: 0.0373965427952645, 1047: 3.0155046627477438, 1010: 0.8560123883647504, 746: 0.8543960061417657, 493: 0.014093310573873086, 323: 3.180324721380725}",,,,"{0: 39.0, 1: 10.0, 2: 8.0, 3: 8.0, 3.5: 5.0, 4: 4.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,It’s infuriating that Warren County lags behind in internet access. BGMU must follow Chattanooga's lead and provide fiber as a public utility—reliable internet is a modern necessity!,5,28,27,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.2649831845161004, 161: 2.328100848734344, 842: 1.031977371571942, 1200: 0.011003300047287223, 188: 0.029366295105645257, 1432: 4.413908461574094, 198: 0.004074781486361201, 301: 0.01408973923323198, 329: 0.269037480153428, 85: 0.11964216027236774, 411: 0.00020530302284937907, 1344: 0.1202019650235493, 1001: 4.2407033037146995, 1314: 1.3808326984054986e-06, 1464: 0.04973885818000423, 189: 4.344943114148613, 1457: 0.011283636056333979, 1123: 0.6291991684926133, 1068: 1.1593372775453581e-05, 820: 5.728491083329585, 1158: 8.5864934624591e-05, 1542: 0.00026184583837696174, 1465: 0.22557764093258958, 1649: 3.2455728188601394, 1654: 0.000555721304540735, 1505: 0.7333707636167468, 1371: 0.029329898077855354, 314: 1.0887941544661084, 67: 3.349479429404801, 1356: 0.6300202421973407, 1516: 1.3133307678301727, 1132: 0.18365680779276505, 646: 0.06021160375758172, 1047: 2.8763779889658228, 1010: 0.4386505188371099, 1534: 0.38948419673773205, 493: 0.07601239350151257, 323: 3.195150783927664, 746: 0.14824327502362}",,,,"{0: 39.0, 1: 13.0, 2: 9.0, 3: 7.0, 3.5: 4.0, 4: 4.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"A traffic circle at Kereiakes Park on Fairview Ave is the smartest fix for improving flow—simple, effective, and overdue. Let’s prioritize infrastructure that actually works for residents!",5,28,27,ClosestClusterGenerator__approval_None__budget_None__cluster_size_7,,,"{277: 1.68062258842279, 842: 0.06011756754680975, 1200: 0.014081479716205325, 161: 1.2239484362671997, 411: 0.9648927079181415, 188: 0.0067161108523461355, 198: 4.631678733826165, 1432: 0.43845878283829764, 301: 0.9266302934663968, 329: 0.11934536008540375, 85: 2.5751403169483127, 1344: 0.00020359339347542083, 1001: 0.8241022446396198, 1314: 4.792314814205945e-06, 1464: 0.0012638838424428034, 189: 0.09551983779879314, 1457: 0.008731315549924235, 1123: 0.390292495285683, 1068: 0.0019290238040758911, 820: 0.26957312401740696, 1158: 0.11920416074431572, 1542: 1.0131248236102797, 1465: 0.32690490540940553, 1649: 0.9327001756521474, 1654: 5.844500193988465, 1505: 1.0990284629646174, 1371: 3.172456186262719, 314: 0.855955332218223, 67: 0.018056556484522313, 1516: 1.1573046115449395, 1356: 0.003175132358151811, 1132: 0.5027529734228524, 1534: 0.002507724520552257, 646: 1.0807186190300309, 1010: 1.008837759428741, 1047: 0.1481038440644743, 746: 0.9892228225968359, 493: 3.39848905302075, 323: 1.361170690057055}",,,,"{0: 39.0, 1: 13.0, 2: 5.0, 3: 4.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,We desperately need better traffic solutions—like a roundabout at Fairview Ave near Kereiakes Park and traffic lights at key intersections—to fix the chaos and ensure safety.,5,28,26,TagNNGenerator__approval_None__budget_None__cluster_size_7,,,"{277: 1.193741470985219, 161: 1.3827432433605837, 842: 0.022980785933782055, 1200: 0.00020366773278635009, 411: 1.9912035137241821, 188: 0.001930797278649865, 1432: 0.002475118740549731, 198: 2.6001402785760552, 301: 0.9485991863217517, 329: 5.8366059076608856e-05, 85: 3.183214285293711, 1344: 0.00026175412978435286, 1001: 0.6270202080499792, 1314: 2.866968107362311e-08, 1464: 0.0005831910733471446, 189: 0.27434591823999777, 1457: 5.921069878334073e-05, 1123: 0.06621768662083871, 1068: 0.3218886227143164, 820: 0.0959385731926038, 1158: 1.1747168111927029, 1542: 2.774364860099004, 1465: 0.6559426048428435, 1649: 0.9260658316271972, 1654: 4.799995085785043, 1505: 3.1898523322080776, 1371: 1.2381830836707617, 314: 0.6299483503849068, 67: 0.0003378501072940354, 1356: 0.011009752378646653, 1516: 1.292716034643799, 1132: 0.14837793146155265, 1534: 0.00802988705091312, 646: 1.386167631201683, 1047: 0.008578265586822842, 1010: 1.167830885712619, 746: 1.0468771249906177, 493: 4.231326175760479, 323: 1.5356651820875715}",,,,"{0: 39.0, 1: 16.0, 2: 6.0, 3: 4.0, 3.5: 2.0, 4: 2.0, 4.5: 1.0}"
